sample_scores,sample_losses,samples
0.6875,4.865968008331414,100
0.7666666666666667,9.282551653186886,300
0.7675,57.11233794538619,500
0.8125,-57.666752577992554,1000
0.89125,-153.12243131204173,3000
0.88625,-330.3600991346656,5000
0.88625,871.1341744758333,10000
0.9250875,12864.662426699975,100000
